WELL,DESCRIPTION,Date
W-D-15L,SSV actuator leak,2019-08-16
W-D-15L,SSV actuator leak,2019-08-17
W-D-15L,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-29
W-D-15L,SSV actuator leak,2019-08-18
W-D-15L,Well Quit.,2019-09-15
W-D-15L,Well Quit,2019-10-15
W-D-15L,Well quit,2019-11-07
W-D-15L,Well quit,2019-11-18
W-D-15L,Well quit,2019-11-19
W-D-15L,"DLC tripped due to short circuit at power supply unit (PSU) causing earth fault alarm in the UPS triggered and tripped, subsequently causing all UPS load to loss power.",2020-01-20
W-D-15L,DLB PSD due to PSH5050 and PSH5210 triggered due to PSL5780 leaked at transmitter body.,2020-03-08
W-D-15L,DLB Power failure due to TG632 tripped on Engine Flame out detected by high fuel flow alarm. Diesel fuel filter was found clogged. ,2020-03-31
W-D-15L,Shut in well due to PIG stuck at SDV1030 during FWS crude pigging DLD-DLB. SDV 1030 partially open due to actuator problem. Unable to stroke open/closed. ,2020-04-20
W-D-15L,Shut in well due to PIG stuck at SDV1030 during FWS crude pigging DLD-DLB. SDV 1030 partially open due to actuator problem. Unable to stroke open/closed. ,2020-04-21
W-D-15L,"DLD experienced total power failure and ESD due to UPS panel down suspected due to faulty breaker. Plan to conduct simulation on UPS during next ESD for further action.

Note: other possible cause - procedure/human error",2020-05-02
W-D-15L,Shut in well for water handling and control EDQ,2020-05-03
W-D-15L,Shut in well for water handling and control EDQ,2020-05-04
W-D-15L,"DLD experienced ESD due to loss air pressure from fusible plug loop. Found FPL core melted at C-125X at 176°F. Found that earlier, the air compressor's exhaust enclosure was covered incorrectly, causing the temperature inside enclosure to rise. ",2020-05-06
W-D-15L,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",2020-05-08
W-D-15L,"Dulang experienced power failure due to both TG630 and TG632 tripped on low fuel gas pressure. Upon investigation, found the low fuel gas pressure is cascaded impact from LALL-5851 triggered. LALL-5851 triggered due to faulty reading LT5851 which caused by clogged LT-5851 bridles. Heat tracing was found not functioning because of trip due to cable shorted at the terminal block. Heat tracing at each bridle of LT-5851 was reinstated.",2020-06-09
W-D-15L,"GCM3 tripped due LAHH02417A triggered. Found genuine level build-up due to SDV-2415 in close position. Upon investigation, found SDV solenoid faulty. Rectified and platform BOL.",2020-06-25
W-D-15L,Dulang experienced power failure due to both TG630 and TG634 tripped on Engine Flame Out. Actual diesel consumption is high due to several interruption on same day. Found day tank level is only at 10%. Operation personnel work out to fill up the diesel day tank and resume production.,2020-06-25
W-D-15L,"GCM3 tripped on HPC in-surge. Upon investigation, found HPC ASV1 slow response to command. Performed FCV2040 valve check and stroking.",2020-07-13
W-D-15L,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-17
W-D-15L,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-27
W-D-15L,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-30
W-D-15L,Dulang complex experience power failure due to ESD 1 activated. Further investigation found one of the ESD Break Glass Call Point activated.,2020-08-31
W-D-15L,"Dulang experienced PSD due to LSHH-6041 triggered as a result of liquid carry over from V585 (to KO drum) due to no discharge at PWTS pump. Upon investigation, suspected no discharge at pump due to air lock caused by back pressure from V586 due to check valve passing",2020-11-17
W-D-15L,Well Quit,2022-05-06
W-D-15L,Well Quit,2022-05-06
W-B-20S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-13
W-B-20S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-14
W-B-20S,Rupture disc SSV leak,2019-03-06
W-B-20S,Well quit,2019-11-05
W-B-20S,"Dulang experienced PSD due to LSIH-5070 triggered. Upon investigation, found actual level at V507 was 36%. Set point for LSIH5070 is 44%. Switch faulty. New spare catalogued and MRF was placed.",2020-01-24
W-B-20S,DLB PSD due to PSH5050 and PSH5210 triggered due to PSL5780 leaked at transmitter body.,2020-03-08
W-B-20S,DLB PSD due to PSH5050 and PSH5210 triggered due to PSL5780 leaked at transmitter body.,2020-03-09
W-B-20S,DLB Power failure due to TG632 tripped on Engine Flame out detected by high fuel flow alarm. Diesel fuel filter was found clogged. ,2020-03-31
W-B-20S,GCM3 tripped on LPC discharge pressure H-H during pig retrieval. Discharge pressure caused by high suction pressure. (cascading impact from PIG stuck),2020-04-21
W-B-20S,Found well quit. Kick off and resume flow.,2020-05-04
W-B-20S,"Dulang experienced power failure due to TG630 and TG632 tripped on control system 24 VDC supply voltage low. Upon further investigation, found breaker malfunction. Breaker replaced and BOL platform.",2020-05-08
W-B-20S,Manually shut in well to allow rectification on PWTS pump P-585A,2020-05-22
W-B-20S,Manually shut in wells in view of unit train PSD due to LAHH-5081A triggered. Level high is not genuine. Found transmitter faulty. Replaced transmitter and resume production.,2020-05-26
W-B-20S,Found B20S frequent dies off. Able to sustain flow when unload through test separator.,2020-06-08
W-B-20S,"Dulang experienced power failure due to both TG630 and TG632 tripped on low fuel gas pressure. Upon investigation, found the low fuel gas pressure is cascaded impact from LALL-5851 triggered. LALL-5851 triggered due to faulty reading LT5851 which caused by clogged LT-5851 bridles. Heat tracing was found not functioning because of trip due to cable shorted at the terminal block. Heat tracing at each bridle of LT-5851 was reinstated.",2020-06-09
W-B-20S,Found B20S frequent dies off. Able to sustain flow when unload through test separator.,2020-06-14
W-B-20S,Found B20S frequent dies off. Able to sustain flow when unload through test separator.,2020-06-15
W-B-20S,Found B20S frequent dies off. Able to sustain flow when unload through test separator.,2020-06-16
W-B-20S,Found B20S frequent dies off. Able to sustain flow when unload through test separator.,2020-06-18
W-B-20S,Found B20S frequent dies off. Able to sustain flow when unload through test separator.,2020-06-19
W-B-20S,Well dies off during GLOP effort (change in GLIR),2020-06-23
W-B-20S,Well dies off during GLOP effort (change in GLIR),2020-06-24
W-B-20S,"GCM3 tripped due LAHH02417A triggered. Found genuine level build-up due to SDV-2415 in close position. Upon investigation, found SDV solenoid faulty. Rectified and platform BOL.",2020-06-25
W-B-20S,Dulang experienced power failure due to both TG630 and TG634 tripped on Engine Flame Out. Actual diesel consumption is high due to several interruption on same day. Found day tank level is only at 10%. Operation personnel work out to fill up the diesel day tank and resume production.,2020-06-25
W-B-20S,Found B20S frequent dies off. Able to sustain flow when unload through test separator.,2020-06-29
W-B-20S,Found B20S frequent dies off. Able to sustain flow when unload through test separator.,2020-06-30
W-B-20S,"GCM3 tripped on LPC suction header gas pressure high. Not genuine. Upon investigation, found switch faulty.",2020-07-09
W-B-20S,"GCM3 tripped on LPC suction header gas pressure high. Not genuine. Upon investigation, found switch faulty.",2020-07-10
W-B-20S,"GCM3 tripped on HPC in-surge. Upon investigation, found HPC ASV1 slow response to command. Performed FCV2040 valve check and stroking.",2020-07-13
W-B-20S,"Well quit caused by GCM3 manually SD due to ASV LPC2, FCV2435 actuator diaphragm case was found dislodge from actuator yoke assembly.",2020-10-01
W-B-20S,"Well quit caused by GCM3 manually SD due to ASV LPC2, FCV2435 actuator diaphragm case was found dislodge from actuator yoke assembly.",2020-10-02
W-B-20S,Well Quit.,2020-10-19
W-B-20S,Unit train PSD due to PAH5050 cascaded from LALL5750 triggered. LSLL-5750 Swicth faulty & PDV6370 operated in manual mode.,2020-10-31
W-B-20S,"Dulang experienced PSD due to LSHH-6041 triggered as a result of liquid carry over from V585 (to KO drum) due to no discharge at PWTS pump. Upon investigation, suspected no discharge at pump due to air lock caused by back pressure from V586 due to check valve passing",2020-11-17
W-B-20S,Shut in well to flow B20L (gas robbing),2020-12-15
W-B-20S,Shut in well to flow B20L (gas robbing),2020-12-16
W-B-20S,Shut in well to flow B20L (gas robbing),2020-12-17
W-B-20S,Shut in well to flow B20L (gas robbing),2020-12-18
W-B-20S,Shut in well to flow B20L (gas robbing),2020-12-19
W-B-20S,Shut in well to flow B20L (gas robbing),2020-12-20
W-B-20S,Shut in well to flow B20L (gas robbing),2020-12-21
W-B-20S,Shut in well to flow B20L (gas robbing),2020-12-22
W-B-20S,Shut in well to flow B20L (gas robbing),2020-12-23
W-B-20S,Shut in well to flow B20L (gas robbing),2020-12-24
W-D-06S,Intermittent flow when D06L,2019-02-19
W-D-06S,Intermittent flow when D06L,2019-02-21
W-D-06S,Intermittent flow when D06L,2019-02-22
W-D-06S,Intermittent flow when D06L,2019-02-23
W-D-06S,Shut in well due to hydraulic line leak,2019-06-13
W-D-06S,Shut in well due to hydraulic line leak,2019-06-14
W-D-06S,Shut in well due to hydraulic line leak,2019-06-15
W-D-06S,Shut in well due to hydraulic line leak,2019-06-16
W-D-06S,Manually shut in well prior kick off D06L,2019-07-28
W-D-06S,Shut in well due to hydraulic line leak,2019-06-17
W-D-06S,Well Quit,2019-10-03
W-D-06S,Shut in due to SSV o-ring seal leak,2019-12-14
W-D-06S,Shut in due to SSV o-ring seal leak,2019-12-15
W-D-06S,Shut in due to SSV o-ring seal leak,2019-12-16
W-D-06S,Shut in due to SSV o-ring seal leak,2019-12-17
W-D-06S,Shut in due to SSV o-ring seal leak,2019-12-18
W-D-06S,Shut in due to SSV o-ring seal leak,2019-12-19
W-D-06S,Shut in due to SSV o-ring seal leak,2019-12-20
W-D-06S,Shut in due to SSV o-ring seal leak,2019-12-21
W-D-06S,Shut in due to SSV o-ring seal leak,2019-12-22
W-D-06S,Shut in due to SSV o-ring seal leak,2019-12-23
W-D-06S,Shut in due to SSV o-ring seal leak,2019-12-24
W-D-06S,Shut in due to SSV o-ring seal leak,2019-12-25
W-D-06S,Shut in due to SSV o-ring seal leak,2019-12-26
W-D-06S,Shut in due to SSV o-ring seal leak,2019-12-27
W-D-06S,Shut in due to SSV o-ring seal leak,2019-12-28
W-D-06S,Shut in due to SSV o-ring seal leak,2019-12-29
W-D-06S,Shut in due to SSV o-ring seal leak,2019-12-30
W-D-06S,Shut in due to SSV o-ring seal leak,2019-12-31
W-D-06S,"DLC tripped due to short circuit at power supply unit (PSU) causing earth fault alarm in the UPS triggered and tripped, subsequently causing all UPS load to loss power.",2020-01-19
W-D-06S,"DLC tripped due to short circuit at power supply unit (PSU) causing earth fault alarm in the UPS triggered and tripped, subsequently causing all UPS load to loss power.",2020-01-20
W-D-06S,Well quit,2020-03-20
W-D-06S,DLB Power failure due to TG632 tripped on Engine Flame out detected by high fuel flow alarm. Diesel fuel filter was found clogged. ,2020-03-31
W-D-06S,Shut in well due to PIG stuck at SDV1030 during FWS crude pigging DLD-DLB. SDV 1030 partially open due to actuator problem. Unable to stroke open/closed. ,2020-04-20
W-D-06S,Shut in well due to PIG stuck at SDV1030 during FWS crude pigging DLD-DLB. SDV 1030 partially open due to actuator problem. Unable to stroke open/closed. ,2020-04-21
W-D-06S,Shut in well due to control line leak rectification,2020-04-22
W-D-06S,Shut in well due to control line leak rectification,2020-04-23
W-D-06S,Shut in well due to control line leak rectification,2020-04-24
W-D-06S,Shut in well due to control line leak rectification,2020-04-25
W-D-06S,Shut in well due to control line leak rectification,2020-04-26
W-D-06S,Shut in well due to control line leak rectification,2020-04-27
W-D-06S,"Shut in well due to control line leak rectification. To perform CL diagnostic, if still leak, to install storm choke.",2020-04-28
W-D-06S,"Shut in well due to control line leak rectification. To perform CL diagnostic, if still leak, to install storm choke.",2020-04-29
W-D-06S,"Shut in well due to control line leak rectification. To perform CL diagnostic, if still leak, to install storm choke.",2020-04-30
W-B-14S,"GCM3 tripped on HPC NDE XY axis vibration, boroscope finding found erosion at inlet diffuser. Suspect erosion due to newly identified impurities (mercury) coming from wells.",2019-03-12
